city,date,state,place_type,confirmed,deaths,order_for_place,is_last,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
string,time,AC AL AM AP BA CE DF ES GO MA MG MS MT PA PB PE PI PR RJ RN RO RR RS SC SE SP TO,city state,continuous,continuous,continuous,False True,continuous,continuous,continuous,continuous,continuous
Graça Aranha,2021-09-16,MA,city,124,3,467,True,6262,6261,2104701,1980.51429,0.0242
Guimarães,2021-09-16,MA,city,368,8,482,True,12030,11997,2104909,3067.43353,0.0217
Humberto de Campos,2021-09-16,MA,city,1792,9,483,True,28717,28932,2105005,6193.83382,0.0050
Icatu,2021-09-16,MA,city,301,15,504,True,27113,27269,2105104,1103.81752,0.0498
Igarapé Grande,2021-09-16,MA,city,1858,14,465,True,11320,11387,2105203,16316.85255,0.0075
Igarapé do Meio,2021-09-16,MA,city,932,29,480,True,14177,14324,2105153,6506.56241,0.0311
Imperatriz,2021-09-16,MA,city,18289,831,511,True,258682,259337,2105302,7052.21391,0.0454
Itaipava do Grajaú,2021-09-16,MA,city,980,11,466,True,16057,16005,2105351,6123.08654,0.0112
Itapecuru Mirim,2021-09-16,MA,city,3371,89,496,True,68203,68723,2105401,4905.19913,0.0264
Itinga do Maranhão,2021-09-16,MA,city,941,30,479,True,26000,26068,2105427,3609.78978,0.0319
Jatobá,2021-09-16,MA,city,92,5,462,True,10153,10310,2105450,892.33754,0.0543
Jenipapo dos Vieiras,2021-09-16,MA,city,1153,22,467,True,16515,17040,2105476,6766.43192,0.0191
Joselândia,2021-09-16,MA,city,663,5,477,True,16168,16198,2105609,4093.09791,0.0075
João Lisboa,2021-09-16,MA,city,710,60,478,True,23632,23740,2105500,2990.73294,0.0845
Junco do Maranhão,2021-09-16,MA,city,326,2,494,True,3432,4392,2105658,7422.58652,0.0061
Lago Verde,2021-09-16,MA,city,914,26,467,True,16257,16314,2105906,5602.54996,0.0284
Lago da Pedra,2021-09-16,MA,city,2898,80,489,True,50266,50616,2105708,5725.46230,0.0276
Lago do Junco,2021-09-16,MA,city,559,5,465,True,10840,10869,2105807,5143.06744,0.0089
Lago dos Rodrigues,2021-09-16,MA,city,608,14,477,True,8873,8857,2105948,6864.62685,0.0230
Lagoa Grande do Maranhão,2021-09-16,MA,city,277,10,466,True,11394,11464,2105963,2416.25960,0.0361
Lagoa do Mato,2021-09-16,MA,city,2522,18,458,True,11250,11265,2105922,22387.92721,0.0071
Lajeado Novo,2021-09-16,MA,city,405,13,473,True,7550,7602,2105989,5327.54538,0.0321
Lima Campos,2021-09-16,MA,city,1208,13,483,True,11893,11918,2106003,10135.92885,0.0108
Loreto,2021-09-16,MA,city,776,6,458,True,12157,12214,2106102,6353.36499,0.0077
Luís Domingues,2021-09-16,MA,city,598,3,477,True,6951,6984,2106201,8562.42841,0.0050
Magalhães de Almeida,2021-09-16,MA,city,538,8,485,True,19826,20029,2106300,2686.10515,0.0149
Maracaçumé,2021-09-16,MA,city,543,8,481,True,21395,21586,2106326,2515.51932,0.0147
Marajá do Sena,2021-09-16,MA,city,259,7,458,True,7792,7775,2106359,3331.18971,0.0270
Maranhãozinho,2021-09-16,MA,city,739,9,474,True,16265,16511,2106375,4475.80401,0.0122
Mata Roma,2021-09-16,MA,city,524,13,488,True,16829,16977,2106409,3086.52883,0.0248
Matinha,2021-09-16,MA,city,390,12,494,True,23370,23482,2106508,1660.84661,0.0308
Matões,2021-09-16,MA,city,1030,12,459,True,33782,33943,2106607,3034.49901,0.0117
Matões do Norte,2021-09-16,MA,city,240,6,465,True,16745,17033,2106631,1409.02953,0.0250
Milagres do Maranhão,2021-09-16,MA,city,239,0,492,True,8464,8483,2106672,2817.39950,0.0000
Mirador,2021-09-16,MA,city,895,9,472,True,21015,21031,2106706,4255.62265,0.0101
Miranda do Norte,2021-09-16,MA,city,1382,33,495,True,28381,28754,2106755,4806.28782,0.0239
Mirinzal,2021-09-16,MA,city,262,17,500,True,14962,15011,2106805,1745.38672,0.0649
Montes Altos,2021-09-16,MA,city,791,11,477,True,9160,9111,2107001,8681.81319,0.0139
Monção,2021-09-16,MA,city,2366,44,489,True,33434,33664,2106904,7028.27947,0.0186
Morros,2021-09-16,MA,city,510,18,495,True,19433,19572,2107100,2605.76334,0.0353
Nina Rodrigues,2021-09-16,MA,city,957,20,467,True,14454,14642,2107209,6535.99235,0.0209
Nova Colinas,2021-09-16,MA,city,431,5,465,True,5384,5427,2107258,7941.77262,0.0116
Nova Iorque,2021-09-16,MA,city,144,7,458,True,4683,4682,2107308,3075.60871,0.0486
Nova Olinda do Maranhão,2021-09-16,MA,city,521,13,481,True,20928,21080,2107357,2471.53700,0.0250
Olho d'Água das Cunhãs,2021-09-16,MA,city,936,28,486,True,19505,19561,2107407,4785.03144,0.0299
Olinda Nova do Maranhão,2021-09-16,MA,city,809,12,484,True,14701,14836,2107456,5452.95228,0.0148
Palmeirândia,2021-09-16,MA,city,236,16,475,True,19722,19781,2107605,1193.06405,0.0678
Paraibano,2021-09-16,MA,city,999,39,472,True,21386,21479,2107704,4651.05452,0.0390
Parnarama,2021-09-16,MA,city,1764,28,463,True,34907,35008,2107803,5038.84826,0.0159
Passagem Franca,2021-09-16,MA,city,1321,30,458,True,19019,19137,2107902,6902.85834,0.0227
Pastos Bons,2021-09-16,MA,city,787,21,460,True,19472,19583,2108009,4018.79181,0.0267
Paulino Neves,2021-09-16,MA,city,465,5,482,True,16035,16166,2108058,2876.40727,0.0108
Paulo Ramos,2021-09-16,MA,city,1160,35,473,True,21040,21066,2108108,5506.50337,0.0302
Paço do Lumiar,2021-09-16,MA,city,1415,228,509,True,122197,123747,2107506,1143.46206,0.1611
Pedreiras,2021-09-16,MA,city,4644,81,490,True,39229,39191,2108207,11849.65936,0.0174
Pedro do Rosário,2021-09-16,MA,city,113,8,476,True,25144,25354,2108256,445.68904,0.0708
Penalva,2021-09-16,MA,city,479,14,480,True,38470,38731,2108306,1236.73543,0.0292
Peri Mirim,2021-09-16,MA,city,303,6,477,True,14318,14345,2108405,2112.23423,0.0198
Peritoró,2021-09-16,MA,city,1235,10,484,True,23196,23364,2108454,5285.90995,0.0081
Pindaré-Mirim,2021-09-16,MA,city,1818,29,480,True,32941,33065,2108504,5498.26100,0.0160
Pinheiro,2021-09-16,MA,city,3223,109,484,True,83387,83777,2108603,3847.11794,0.0338
Pio XII,2021-09-16,MA,city,2262,31,476,True,21485,21379,2108702,10580.47617,0.0137
Pirapemas,2021-09-16,MA,city,717,13,480,True,18625,18720,2108801,3830.12821,0.0181
Porto Franco,2021-09-16,MA,city,1892,62,483,True,23885,24092,2109007,7853.22929,0.0328
Porto Rico do Maranhão,2021-09-16,MA,city,245,7,476,True,5975,5955,2109056,4114.18976,0.0286
Poção de Pedras,2021-09-16,MA,city,2045,24,467,True,17873,17595,2108900,11622.62006,0.0117
Presidente Dutra,2021-09-16,MA,city,2132,16,487,True,47804,48036,2109106,4438.33791,0.0075
Presidente Juscelino,2021-09-16,MA,city,209,1,491,True,12734,12838,2109205,1627.97944,0.0048
Presidente Médici,2021-09-16,MA,city,394,3,482,True,7015,7070,2109239,5572.84300,0.0076
Presidente Sarney,2021-09-16,MA,city,216,13,477,True,18918,19069,2109270,1132.72851,0.0602
Presidente Vargas,2021-09-16,MA,city,431,7,475,True,11193,11261,2109304,3827.36879,0.0162
Primeira Cruz,2021-09-16,MA,city,82,3,467,True,15315,15431,2109403,531.39784,0.0366
Raposa,2021-09-16,MA,city,1628,49,504,True,30761,31177,2109452,5221.79812,0.0301
Riachão,2021-09-16,MA,city,2159,30,475,True,20195,20334,2109502,10617.68467,0.0139
Ribamar Fiquene,2021-09-16,MA,city,486,17,473,True,7791,7825,2109551,6210.86262,0.0350
Rosário,2021-09-16,MA,city,616,27,494,True,42740,42994,2109601,1432.75806,0.0438
Sambaíba,2021-09-16,MA,city,390,3,464,True,5671,5679,2109700,6867.40623,0.0077
Santa Filomena do Maranhão,2021-09-16,MA,city,50,0,468,True,7773,7826,2109759,638.89599,0.0000
Santa Helena,2021-09-16,MA,city,2213,29,479,True,42130,42483,2109809,5209.14248,0.0131
Santa Inês,2021-09-16,MA,city,9074,213,505,True,89044,89489,2109908,10139.79372,0.0235
Santa Luzia,2021-09-16,MA,city,5836,107,481,True,72667,72887,2110005,8006.91481,0.0183
Santa Luzia do Paruá,2021-09-16,MA,city,1303,13,478,True,25254,25371,2110039,5135.78495,0.0100
Santa Quitéria do Maranhão,2021-09-16,MA,city,510,20,478,True,25642,25764,2110104,1979.50629,0.0392
Santa Rita,2021-09-16,MA,city,824,31,500,True,37855,38298,2110203,2151.54838,0.0376
Santana do Maranhão,2021-09-16,MA,city,212,8,474,True,13386,13547,2110237,1564.92212,0.0377
Santo Amaro do Maranhão,2021-09-16,MA,city,315,7,467,True,15846,16034,2110278,1964.57528,0.0222
Santo Antônio dos Lopes,2021-09-16,MA,city,1497,28,474,True,14528,14522,2110302,10308.49745,0.0187
Satubinha,2021-09-16,MA,city,348,4,481,True,13914,14096,2111722,2468.78547,0.0115
Senador Alexandre Costa,2021-09-16,MA,city,463,1,474,True,11141,11214,2111748,4128.76761,0.0022
Senador La Rocque,2021-09-16,MA,city,305,23,484,True,14293,14050,2111763,2170.81851,0.0754
Serrano do Maranhão,2021-09-16,MA,city,207,4,483,True,10253,10299,2111789,2009.90387,0.0193
Sucupira do Norte,2021-09-16,MA,city,247,6,458,True,10636,10634,2111904,2322.73839,0.0243
Sucupira do Riachão,2021-09-16,MA,city,220,4,458,True,5660,5676,2111953,3875.96899,0.0182
São Benedito do Rio Preto,2021-09-16,MA,city,1602,17,505,True,18663,18717,2110401,8559.06395,0.0106
São Bento,2021-09-16,MA,city,918,28,480,True,45211,45604,2110500,2012.98132,0.0305
São Bernardo,2021-09-16,MA,city,1163,21,474,True,28507,28667,2110609,4056.92957,0.0181
São Domingos do Azeitão,2021-09-16,MA,city,265,4,466,True,7392,7420,2110658,3571.42857,0.0151
São Domingos do Maranhão,2021-09-16,MA,city,2980,20,474,True,34376,34384,2110708,8666.82178,0.0067
São Francisco do Brejão,2021-09-16,MA,city,542,0,488,True,11798,11941,2110856,4538.98333,0.0000
São Francisco do Maranhão,2021-09-16,MA,city,418,25,480,True,12210,12218,2110906,3421.18186,0.0598
São Félix de Balsas,2021-09-16,MA,city,282,3,458,True,4585,4562,2110807,6181.49934,0.0106
São José de Ribamar,2021-09-16,MA,city,4043,317,509,True,177687,179028,2111201,2258.30596,0.0784
São José dos Basílios,2021-09-16,MA,city,582,4,467,True,7641,7640,2111250,7617.80105,0.0069
São João Batista,2021-09-16,MA,city,246,17,488,True,20665,20701,2111003,1188.34839,0.0691
São João do Carú,2021-09-16,MA,city,545,9,480,True,15808,15787,2111029,3452.20751,0.0165
São João do Paraíso,2021-09-16,MA,city,397,18,460,True,11177,11193,2111052,3546.85964,0.0453
São João do Soter,2021-09-16,MA,city,1209,6,465,True,18543,18645,2111078,6484.31215,0.0050
São João dos Patos,2021-09-16,MA,city,2731,30,490,True,25929,25996,2111102,10505.46238,0.0110
São Luís,2021-09-16,MA,city,46651,2567,523,True,1101884,1108975,2111300,4206.67734,0.0550
São Luís Gonzaga do Maranhão,2021-09-16,MA,city,1283,23,483,True,18856,18727,2111409,6851.07065,0.0179
São Mateus do Maranhão,2021-09-16,MA,city,2183,52,484,True,41529,41579,2111508,5250.24652,0.0238
São Pedro da Água Branca,2021-09-16,MA,city,607,5,476,True,12690,12735,2111532,4766.39183,0.0082
São Pedro dos Crentes,2021-09-16,MA,city,457,2,474,True,4668,4684,2111573,9756.61827,0.0044
São Raimundo das Mangabeiras,2021-09-16,MA,city,2476,33,470,True,18868,18980,2111607,13045.31085,0.0133
São Raimundo do Doca Bezerra,2021-09-16,MA,city,163,3,465,True,5237,5131,2111631,3176.76866,0.0184
São Roberto,2021-09-16,MA,city,724,6,458,True,6719,6789,2111672,10664.30991,0.0083
São Vicente Ferrer,2021-09-16,MA,city,226,9,481,True,22247,22350,2111706,1011.18568,0.0398
Sítio Novo,2021-09-16,MA,city,1745,26,480,True,18081,18160,2111805,9609.03084,0.0149
Tasso Fragoso,2021-09-16,MA,city,984,9,463,True,8521,8582,2112001,11465.85877,0.0091
Timbiras,2021-09-16,MA,city,576,26,474,True,29124,29183,2112100,1973.75184,0.0451
Timon,2021-09-16,MA,city,6062,325,508,True,169107,170222,2112209,3561.23180,0.0536
Trizidela do Vale,2021-09-16,MA,city,1713,37,496,True,21998,22112,2112233,7746.92475,0.0216
Tufilândia,2021-09-16,MA,city,310,5,464,True,5840,5854,2112274,5295.52443,0.0161
Tuntum,2021-09-16,MA,city,2221,21,495,True,41832,42040,2112308,5283.06375,0.0095
Turiaçu,2021-09-16,MA,city,323,6,476,True,35604,35709,2112407,904.53387,0.0186
Turilândia,2021-09-16,MA,city,907,10,475,True,25619,25868,2112456,3506.26256,0.0110
Tutóia,2021-09-16,MA,city,1626,50,483,True,58860,59398,2112506,2737.46591,0.0308
Urbano Santos,2021-09-16,MA,city,1869,38,504,True,33122,33459,2112605,5585.94100,0.0203
Vargem Grande,2021-09-16,MA,city,2155,33,495,True,56510,57168,2112704,3769.59138,0.0153
Viana,2021-09-16,MA,city,330,42,502,True,52441,52649,2112803,626.79253,0.1273
Vila Nova dos Martírios,2021-09-16,MA,city,614,6,472,True,13392,13598,2112852,4515.36991,0.0098
Vitorino Freire,2021-09-16,MA,city,2324,61,492,True,31523,31522,2113009,7372.62864,0.0262
Vitória do Mearim,2021-09-16,MA,city,2077,38,501,True,32764,32861,2112902,6320.56237,0.0183
Zé Doca,2021-09-16,MA,city,5287,70,500,True,51714,51956,2114007,10175.91808,0.0132
Água Doce do Maranhão,2021-09-16,MA,city,684,10,475,True,12571,12652,2100154,5406.25988,0.0146
,2022-03-27,GO,state,1269853,26212,732,True,7018354,7113540,52,17851.21051,0.0206
Abadia de Goiás,2021-11-28,GO,city,1997,44,545,True,8773,8958,5200050,22292.92253,0.0220
Abadiânia,2021-11-28,GO,city,590,46,537,True,20042,20461,5200100,2883.53453,0.0780
Acreúna,2021-11-28,GO,city,3232,68,534,True,22366,22546,5200134,14335.13705,0.0210
Adelândia,2021-11-28,GO,city,241,4,530,True,2516,2516,5200159,9578.69634,0.0166
Alexânia,2021-11-28,GO,city,3911,102,557,True,27653,28010,5200308,13962.87040,0.0261
Aloândia,2021-11-28,GO,city,332,11,582,True,1995,1986,5200506,16717.01913,0.0331
Alto Horizonte,2021-11-28,GO,city,1260,14,506,True,6414,6605,5200555,19076.45723,0.0111
Alto Paraíso de Goiás,2021-11-28,GO,city,976,9,556,True,7624,7688,5200605,12695.10926,0.0092
Alvorada do Norte,2021-11-28,GO,city,913,16,518,True,8660,8705,5200803,10488.22516,0.0175
Amaralina,2021-11-28,GO,city,142,2,544,True,3812,3845,5200829,3693.10793,0.0141
Americano do Brasil,2021-11-28,GO,city,877,25,517,True,6111,6164,5200852,14227.77417,0.0285
Amorinópolis,2021-11-28,GO,city,398,9,544,True,3126,3069,5200902,12968.39361,0.0226
Anhanguera,2021-11-28,GO,city,108,7,584,True,1149,1160,5201207,9310.34483,0.0648
Anicuns,2021-11-28,GO,city,3509,72,557,True,21850,21981,5201306,15963.78691,0.0205
Anápolis,2021-11-28,GO,city,52852,1787,607,True,386923,391772,5201108,13490.49958,0.0338
Aparecida de Goiânia,2021-11-28,GO,city,97514,1777,605,True,578179,590146,5201405,16523.70769,0.0182
Aparecida do Rio Doce,2021-11-28,GO,city,270,4,550,True,2474,2474,5201454,10913.50040,0.0148
Aporé,2021-11-28,GO,city,481,11,552,True,4198,4232,5201504,11365.78450,0.0229
Aragarças,2021-11-28,GO,city,3259,80,555,True,20118,20273,5201702,16075.56849,0.0245
Aragoiânia,2021-11-28,GO,city,1665,30,578,True,10308,10496,5201801,15863.18598,0.0180
Araguapaz,2021-11-28,GO,city,757,30,544,True,7770,7783,5202155,9726.32661,0.0396
Araçu,2021-11-28,GO,city,547,20,546,True,3522,3486,5201603,15691.33678,0.0366
Arenópolis,2021-11-28,GO,city,432,9,491,True,2612,2536,5202353,17034.70032,0.0208
Aruanã,2021-11-28,GO,city,801,19,513,True,9875,10110,5202502,7922.84866,0.0237
Aurilândia,2021-11-28,GO,city,382,13,544,True,3120,3058,5202601,12491.82472,0.0340
Avelinópolis,2021-11-28,GO,city,351,17,567,True,2417,2409,5202809,14570.36115,0.0484
Baliza,2021-11-28,GO,city,538,11,497,True,5138,5280,5203104,10189.39394,0.0204
Barro Alto,2021-11-28,GO,city,1765,24,570,True,11167,11408,5203203,15471.59888,0.0136
Bela Vista de Goiás,2021-11-28,GO,city,3819,86,585,True,29975,30492,5203302,12524.59662,0.0225
Bom Jardim de Goiás,2021-11-28,GO,city,1360,17,553,True,8841,8869,5203401,15334.31052,0.0125
Bom Jesus de Goiás,2021-11-28,GO,city,3364,115,590,True,25216,25648,5203500,13116.03244,0.0342
Bonfinópolis,2021-11-28,GO,city,531,34,544,True,9706,9919,5203559,5353.36223,0.0640
Bonópolis,2021-11-28,GO,city,352,3,483,True,4405,4493,5203575,7834.40908,0.0085
Brazabrantes,2021-11-28,GO,city,647,6,542,True,3703,3746,5203609,17271.75654,0.0093
Britânia,2021-11-28,GO,city,720,8,557,True,5779,5797,5203807,12420.21735,0.0111
Buriti Alegre,2021-11-28,GO,city,1208,36,520,True,9459,9484,5203906,12737.24167,0.0298
Buriti de Goiás,2021-11-28,GO,city,326,9,513,True,2488,2476,5203939,13166.39742,0.0276
Buritinópolis,2021-11-28,GO,city,250,3,519,True,3292,3283,5203962,7614.98629,0.0120
Cabeceiras,2021-11-28,GO,city,562,18,540,True,7993,8046,5204003,6984.83719,0.0320
Cachoeira Alta,2021-11-28,GO,city,1957,29,535,True,12484,12666,5204102,15450.81320,0.0148
Cachoeira Dourada,2021-11-28,GO,city,1001,33,541,True,8067,8031,5204250,12464.20122,0.0330
Cachoeira de Goiás,2021-11-28,GO,city,136,5,498,True,1351,1342,5204201,10134.12817,0.0368
Caiapônia,2021-11-28,GO,city,1666,43,537,True,18913,19107,5204409,8719.31753,0.0258
Caldas Novas,2021-11-28,GO,city,12989,311,592,True,91162,93196,5204508,13937.29345,0.0239
Caldazinha,2021-11-28,GO,city,445,12,552,True,3804,3848,5204557,11564.44906,0.0270
Campestre de Goiás,2021-11-28,GO,city,584,15,592,True,3630,3649,5204607,16004.38476,0.0257
Campinaçu,2021-11-28,GO,city,250,9,474,True,3640,3632,5204656,6883.25991,0.0360
Campinorte,2021-11-28,GO,city,1848,47,569,True,12626,12764,5204706,14478.21999,0.0254
Campo Alegre de Goiás,2021-11-28,GO,city,377,24,555,True,7589,7738,5204805,4872.05996,0.0637
Campo Limpo de Goiás,2021-11-28,GO,city,288,18,531,True,7789,7940,5204854,3627.20403,0.0625
Campos Belos,2021-11-28,GO,city,2932,30,558,True,19887,20007,5204904,14654.87080,0.0102
Campos Verdes,2021-11-28,GO,city,564,18,505,True,2141,1830,5204953,30819.67213,0.0319
Carmo do Rio Verde,2021-11-28,GO,city,852,27,576,True,10082,10186,5205000,8364.42176,0.0317
Castelândia,2021-11-28,GO,city,405,15,533,True,3435,3407,5205059,11887.29087,0.0370
Catalão,2021-11-28,GO,city,12986,413,602,True,108823,110983,5205109,11700.89113,0.0318
Caturaí,2021-11-28,GO,city,639,23,557,True,5070,5101,5205208,12526.95550,0.0360
Cavalcante,2021-11-28,GO,city,589,6,534,True,9709,9725,5205307,6056.55527,0.0102
Caçu,2021-11-28,GO,city,2280,41,553,True,16009,16270,5204300,14013.52182,0.0180
Ceres,2021-11-28,GO,city,3551,116,576,True,22191,22306,5205406,15919.48355,0.0327
Cezarina,2021-11-28,GO,city,1122,41,532,True,8606,8703,5205455,12892.10617,0.0365
Chapadão do Céu,2021-11-28,GO,city,2449,24,552,True,10167,10486,5205471,23354.94946,0.0098
Cidade Ocidental,2021-11-28,GO,city,7643,177,592,True,71376,72890,5205497,10485.66333,0.0232
Cocalzinho de Goiás,2021-11-28,GO,city,2546,44,540,True,20240,20504,5205513,12417.08935,0.0173
Colinas do Sul,2021-11-28,GO,city,516,6,555,True,3382,3360,5205521,15357.14286,0.0116
Corumbaíba,2021-11-28,GO,city,1351,37,556,True,9723,9869,5205901,13689.33023,0.0274
Corumbá de Goiás,2021-11-28,GO,city,840,32,557,True,11110,11169,5205802,7520.81655,0.0381
Cristalina,2021-11-28,GO,city,4791,116,557,True,58997,60210,5206206,7957.14998,0.0242
Cristianópolis,2021-11-28,GO,city,354,3,506,True,2966,2964,5206305,11943.31984,0.0085
Crixás,2021-11-28,GO,city,2556,67,530,True,16949,17044,5206404,14996.47970,0.0262
Cromínia,2021-11-28,GO,city,317,9,538,True,3486,3472,5206503,9130.18433,0.0284
Cumari,2021-11-28,GO,city,353,12,533,True,2854,2837,5206602,12442.72118,0.0340
Córrego do Ouro,2021-11-28,GO,city,383,7,557,True,2327,2290,5205703,16724.89083,0.0183
Damianópolis,2021-11-28,GO,city,227,7,473,True,3311,3306,5206701,6866.30369,0.0308
Damolândia,2021-11-28,GO,city,316,15,531,True,2938,2953,5206800,10700.98205,0.0475
Davinópolis,2021-11-28,GO,city,164,7,479,True,2094,2094,5206909,7831.90067,0.0427
Diorama,2021-11-28,GO,city,219,6,497,True,2484,2479,5207105,8834.20734,0.0274
Divinópolis de Goiás,2021-11-28,GO,city,432,11,513,True,4804,4778,5208301,9041.43993,0.0255
Doverlândia,2021-11-28,GO,city,854,20,553,True,7322,7247,5207253,11784.18656,0.0234
Edealina,2021-11-28,GO,city,756,7,519,True,3699,3688,5207352,20498.91540,0.0093
Edéia,2021-11-28,GO,city,2067,32,557,True,12372,12467,5207402,16579.77059,0.0155
Estrela do Norte,2021-11-28,GO,city,313,4,527,True,3275,3264,5207501,9589.46078,0.0128
Faina,2021-11-28,GO,city,757,12,579,True,6627,6576,5207535,11511.55718,0.0159
Fazenda Nova,2021-11-28,GO,city,670,14,506,True,5637,5553,5207600,12065.55015,0.0209
Firminópolis,2021-11-28,GO,city,1460,37,537,True,13292,13449,5207808,10855.82571,0.0253
Flores de Goiás,2021-11-28,GO,city,289,7,533,True,16557,17005,5207907,1699.50015,0.0242
Formosa,2021-11-28,GO,city,11609,294,580,True,121617,123684,5208004,9386.01598,0.0253
Formoso,2021-11-28,GO,city,582,19,492,True,4248,4172,5208103,13950.14382,0.0326
Gameleira de Goiás,2021-11-28,GO,city,624,9,537,True,3818,3880,5208152,16082.47423,0.0144
Goiandira,2021-11-28,GO,city,470,15,585,True,5600,5625,5208509,8355.55556,0.0319
Goianira,2021-11-28,GO,city,4775,132,579,True,44289,45296,5208806,10541.76969,0.0276
Goianápolis,2021-11-28,GO,city,1813,44,543,True,11231,11224,5208400,16152.88667,0.0243
Goianésia,2021-11-28,GO,city,12250,294,596,True,70084,71075,5208608,17235.31481,0.0240
Goiatuba,2021-11-28,GO,city,6739,172,585,True,34095,34202,5209101,19703.52611,0.0255
Goiás,2021-11-28,GO,city,2391,83,531,True,22645,22381,5208905,10683.16876,0.0347
Goiânia,2021-11-28,GO,city,212948,6917,611,True,1516113,1536097,5208707,13862.92663,0.0325
